track_id,track_genre_top,set_split
006855,Folk,training
123975,Hip-Hop,training
109687,Hip-Hop,training
085595,Pop,training
064627,Hip-Hop,training
145457,Instrumental,training
071420,Electronic,training
056801,Electronic,training
149625,Hip-Hop,training
028179,Electronic,training
119582,Experimental,training
024420,Hip-Hop,training
026026,Hip-Hop,training
139524,Folk,training
114534,Instrumental,training
114293,Electronic,training
031887,International,training
027805,Pop,training
125158,Electronic,training
043025,International,training
121288,Experimental,training
111154,Instrumental,training
084159,Folk,training
075432,Instrumental,training
039259,Experimental,training
098770,Electronic,training
053586,Folk,training
122190,Rock,training
007388,Experimental,training
090987,Hip-Hop,training
144933,Pop,training
081782,Instrumental,training
120513,Instrumental,training
069201,Electronic,training
003725,Rock,training
055828,International,training
057630,Experimental,training
092886,Experimental,training
094419,Rock,training
011505,Folk,training
075762,Electronic,training
120313,Instrumental,training
142360,Hip-Hop,training
098669,International,training
054062,Folk,training
141901,Pop,training
112781,Experimental,training
148536,Rock,training
062655,Rock,training
070879,Pop,training
123003,Electronic,training
011917,Hip-Hop,training
036143,Electronic,training
116240,Electronic,training
108059,Experimental,training
130133,Electronic,training
148112,Instrumental,training
137175,Instrumental,training
107425,Electronic,training
092538,Folk,training
071513,Electronic,training
125824,Instrumental,training
121589,Pop,training
099411,Rock,training
087322,Pop,training
037141,Instrumental,training
147815,Electronic,training
038896,Experimental,training
124996,Rock,training
042375,Electronic,training
055289,Pop,training
056034,Electronic,training
106568,Rock,training
129189,Instrumental,training
069221,Electronic,training
136320,Electronic,training
004080,International,training
114399,Rock,training
082930,Instrumental,training
091868,Rock,training
044946,International,training
110082,Hip-Hop,training
062448,Pop,training
131978,Rock,training
083908,Experimental,training
038901,Experimental,training
120306,Instrumental,training
046043,Experimental,training
120324,Instrumental,training
116466,Instrumental,training
110204,Experimental,training
032439,Electronic,training
066180,Folk,training
110451,International,training
089474,Electronic,training
070654,Hip-Hop,training
114234,Instrumental,training
029602,Hip-Hop,training
126357,Pop,training
072064,Rock,training
122400,Rock,training
136331,Instrumental,training
112975,Instrumental,training
089815,Electronic,training
108840,Hip-Hop,training
121450,Electronic,training
000993,Rock,training
123834,Rock,training
021231,Pop,training
144471,Folk,training
145068,Rock,training
111222,Instrumental,training
055119,Hip-Hop,training
064542,Electronic,training
142669,Hip-Hop,training
032334,Pop,training
016354,Rock,training
112977,Instrumental,training
026169,Pop,training
066641,Pop,training
057943,Experimental,training
056691,International,training
064630,Hip-Hop,training
043863,Hip-Hop,training
151404,Electronic,training
088875,Folk,training
120462,Electronic,training
025227,International,training
085308,Pop,training
108492,Hip-Hop,training
111416,Electronic,training
036986,Hip-Hop,training
142551,Pop,training
017884,Electronic,training
137426,Rock,training
100976,Electronic,training
067707,Experimental,training
007011,Electronic,training
114239,Instrumental,training
000211,Folk,training
075748,Hip-Hop,training
121656,Instrumental,training
129042,Instrumental,training
085310,Pop,training
104434,Experimental,training
032433,Electronic,training
091088,Electronic,training
028274,Rock,training
068869,Experimental,training
049848,Folk,training
049030,Folk,training
116116,Experimental,training
108836,Hip-Hop,training
056470,International,training
085487,Folk,training
128813,Instrumental,training
085836,Electronic,training
116547,Rock,training
113021,Pop,training
091788,Folk,training
024745,International,training
114063,Electronic,training
148212,Folk,training
058539,Rock,training
119942,Hip-Hop,training
131624,Experimental,training
058060,Experimental,training
047916,Rock,training
101864,Experimental,training
145606,Rock,training
139123,Rock,training
110982,Rock,training
011268,Rock,training
145043,Experimental,training
018044,International,training
051262,Pop,training
116869,Instrumental,training
064629,Hip-Hop,training
087189,Pop,training
021842,Electronic,training
068543,Experimental,training
138041,Pop,training
011764,Hip-Hop,training
047510,Rock,training
114047,Hip-Hop,training
126216,Instrumental,training
112790,Experimental,training
112528,Rock,training
148028,Hip-Hop,training
149369,Hip-Hop,training
124176,Instrumental,training
006857,Folk,training
015543,Experimental,training
126413,Instrumental,training
136709,Rock,training
042029,International,training
014538,Hip-Hop,training
147059,Experimental,training
087237,Electronic,training
069207,Electronic,training
113264,International,training
056692,International,training
090618,Instrumental,training
136324,Electronic,training
133562,Instrumental,training
113280,International,training
103519,Instrumental,training
139043,Pop,training
042310,Rock,training
129362,Pop,training
026629,Electronic,training
074393,Experimental,training
085956,Pop,training
140609,Hip-Hop,training
068551,Experimental,training
128758,Electronic,training
015475,Experimental,training
091157,Pop,training
150079,International,training
039278,Experimental,training
077517,Experimental,training
006679,Experimental,training
051275,Pop,training
042025,International,training
064516,Hip-Hop,training
055122,Hip-Hop,training
125814,Instrumental,training
067766,Folk,training
133015,Electronic,training
140788,Folk,training
078038,Experimental,training
113335,Electronic,training
150287,Hip-Hop,training
137424,Rock,training
130929,Instrumental,training
059725,International,training
087968,Folk,training
055123,Hip-Hop,training
111396,Pop,training
055719,Rock,training
078851,Hip-Hop,training
045125,Pop,training
133272,Rock,training
079606,Electronic,training
133436,Instrumental,training
100522,Electronic,training
038399,Folk,training
110107,Electronic,training
024365,International,training
141617,Electronic,training
121985,Experimental,training
138020,Instrumental,training
040909,Experimental,training
013591,Hip-Hop,training
066783,Pop,training
089857,Hip-Hop,training
042376,Electronic,training
055481,Experimental,training
127297,Pop,training
066469,Experimental,training
152570,Instrumental,training
056518,Folk,training
137896,Hip-Hop,training
093986,Rock,training
128799,Experimental,training
127542,Experimental,training
101111,International,training
149842,Experimental,training
092508,Rock,training
140583,Folk,training
107578,Folk,training
116455,Folk,training
118222,Experimental,training
014739,Rock,training
052641,Electronic,training
073769,International,training
104062,Rock,training
024700,International,training
122686,Rock,training
012508,Folk,training
038880,Experimental,training
114884,International,training
087097,Instrumental,training
079990,Folk,training
089350,Folk,training
077572,Pop,training
025796,International,training
011793,Hip-Hop,training
121915,International,training
073792,Pop,training
138410,Folk,training
038321,International,training
033486,Experimental,training
154307,Hip-Hop,training
073365,Electronic,training
059687,International,training
062586,Rock,training
010694,Hip-Hop,training
019074,Pop,training
109976,Pop,training
087971,Folk,training
127620,Pop,training
063251,Folk,training
045101,Electronic,training
030198,Experimental,training
069764,Folk,training
022481,Pop,training
018146,Pop,training
103600,Electronic,training
040238,Folk,training
120468,Electronic,training
047193,Experimental,training
004072,International,training
010443,Folk,training
108304,Folk,training
060994,Experimental,training
073342,Electronic,training
144469,Folk,training
114406,Rock,training
068538,Experimental,training
116873,Folk,training
045474,Rock,training
088854,Folk,training
134941,International,training
120329,Instrumental,training
087431,Rock,training
122620,Rock,training
047192,Experimental,training
108525,Electronic,training
089859,Hip-Hop,training
073761,International,training
059657,International,training
038902,Experimental,training
003537,Pop,training
137425,Rock,training
126429,Pop,training
059683,International,training
036643,Pop,training
145760,Electronic,training
087157,Electronic,training
093076,Folk,training
075374,Hip-Hop,training
022315,International,training
042966,Experimental,training
114405,Rock,training
071692,Hip-Hop,training
126586,Instrumental,training
115471,Instrumental,training
042761,Rock,training
117970,Experimental,training
098584,Hip-Hop,training
081512,Instrumental,training
048466,Electronic,training
027198,International,training
081189,Experimental,training
056874,Electronic,training
127499,Instrumental,training
042659,Folk,training
019438,Hip-Hop,training
032694,Hip-Hop,training
111387,Pop,training
122683,Rock,training
134823,Hip-Hop,training
057439,Pop,training
114070,Instrumental,training
027855,Folk,training
081485,Instrumental,training
051999,International,training
067556,Rock,training
004787,Rock,training
051919,Folk,training
120325,Instrumental,training
091178,International,training
038323,International,training
120207,Pop,training
011867,Hip-Hop,training
109538,Electronic,training
144487,Experimental,training
006330,International,training
109901,Folk,training
108774,Hip-Hop,training
098549,Hip-Hop,training
000210,Folk,training
113360,Folk,training
120112,Pop,training
098655,International,training
134935,International,training
109975,Pop,training
019439,Hip-Hop,training
109450,Folk,training
113334,Electronic,training
118923,Electronic,training
037368,Pop,training
052141,Experimental,training
071691,Hip-Hop,training
135028,Folk,training
038363,Folk,training
064590,International,training
071276,Rock,training
126887,Instrumental,training
088878,Folk,training
127286,Pop,training
026021,Hip-Hop,training
131914,Instrumental,training
117171,Instrumental,training
143303,Instrumental,training
035443,Folk,training
073123,Electronic,training
149700,Electronic,training
056249,Pop,training
105827,Hip-Hop,training
080774,International,training
109189,Instrumental,training
114062,Electronic,training
006856,Folk,training
075785,Rock,training
127660,Instrumental,training
012527,Pop,training
027673,Electronic,training
003535,Pop,training
038557,Rock,training
137212,Rock,training
125182,Folk,training
085488,Folk,training
079973,Experimental,training
084485,Electronic,training
000777,Rock,training
054151,Instrumental,training
114937,International,training
098206,Electronic,training
123509,Pop,training
052522,Rock,training
091306,Hip-Hop,training
128441,Hip-Hop,training
143290,Hip-Hop,training
084009,Folk,training
148231,Folk,training
117613,Instrumental,training
045508,Electronic,training
084152,Experimental,training
075391,Hip-Hop,training
142565,International,training
110440,Folk,training
036526,Rock,training
100949,Hip-Hop,training
085486,Folk,training
122630,Instrumental,training
049407,Experimental,training
024741,International,training
069826,Hip-Hop,training
080402,Instrumental,training
152324,Pop,training
114412,Rock,training
055291,Pop,training
000424,Experimental,training
012065,Folk,training
123442,Hip-Hop,training
019707,Folk,training
143941,Instrumental,training
108502,Rock,training
000825,Rock,training
120305,Instrumental,training
144543,Folk,training
122806,Pop,training
047628,Folk,training
125003,Rock,training
129375,Pop,training
057540,Electronic,training
054753,Hip-Hop,training
031889,International,training
122082,Rock,training
142531,Folk,training
053588,Folk,training
141283,Instrumental,training
075418,Hip-Hop,training
129046,Rock,training
124892,Experimental,training
048043,Experimental,training
087642,Electronic,training
020667,Electronic,training
129268,Rock,training
075975,Experimental,training
122673,Instrumental,training
000005,Hip-Hop,training
136995,International,training
127299,Pop,training
027856,Folk,training
120319,Instrumental,training
144935,Pop,training
114272,Hip-Hop,training
010376,Experimental,training
132775,Electronic,training
072738,Rock,training
110274,Experimental,training
066644,Pop,training
016821,Rock,training
144473,Folk,training
129096,Rock,training
106876,Rock,training
099364,International,training
106955,Rock,training
059685,International,training
108961,Rock,training
108422,Electronic,training
127559,Rock,training
000368,Rock,training
026036,Hip-Hop,training
141569,Hip-Hop,training
064333,Electronic,training
072468,Hip-Hop,training
146151,Hip-Hop,training
120111,Pop,training
054469,International,training
069830,Hip-Hop,training
113698,International,training
038967,Experimental,training
099361,International,training
000213,Pop,training
120203,Pop,training
066534,Rock,training
038879,Experimental,training
001735,Experimental,training
091093,Rock,training
056796,Electronic,training
028482,Pop,training
123502,Electronic,training
082462,Rock,training
052630,Electronic,training
137990,Folk,training
114936,International,training
134631,Experimental,training
053154,International,training
125159,Electronic,training
109712,Experimental,training
124181,Instrumental,training
112785,Experimental,training
003721,Rock,training
038352,International,training
131426,Hip-Hop,training
097393,Electronic,training
053229,Pop,training
087152,Rock,training
125776,Rock,training
113809,Pop,training
129396,International,training
007490,Hip-Hop,training
038779,International,training
004522,Electronic,training
055572,Hip-Hop,training
120105,Pop,training
121592,Pop,training
000708,International,training
056639,Hip-Hop,training
129973,Rock,training
126671,Rock,training
098578,Hip-Hop,training
094426,Hip-Hop,training
126220,Instrumental,training
146152,Hip-Hop,training
098025,Rock,training
120469,Electronic,training
121665,Instrumental,training
106343,Folk,training
048865,Experimental,training
073760,International,training
055900,Hip-Hop,training
063252,Folk,training
110688,Electronic,training
123970,Hip-Hop,training
149082,Pop,training
017631,International,training
100802,Rock,training
121256,Rock,training
075936,Hip-Hop,training
068844,Folk,training
117630,Folk,training
107047,Pop,training
053727,International,training
084291,Rock,training
107593,Folk,training
052628,Electronic,training
110205,Experimental,training
130372,Pop,training
016878,Hip-Hop,training
071938,Rock,training
045517,Folk,training
057627,Experimental,training
117252,Instrumental,training
133435,Instrumental,training
024366,International,training
144587,Pop,training
073550,Hip-Hop,training
116388,Hip-Hop,training
126782,Folk,training
093943,Pop,training
033070,International,training
048452,Pop,training
013927,Folk,training
091130,Experimental,training
096169,International,training
002012,Experimental,training
068600,Hip-Hop,training
013538,International,training
052045,Pop,training
030520,Electronic,training
056029,Electronic,training
072789,Hip-Hop,training
047202,Experimental,training
071714,Rock,training
031999,Rock,training
105714,Folk,training
094415,Electronic,training
133802,Folk,training
131439,Pop,training
100478,Hip-Hop,training
137173,Instrumental,training
105717,Folk,training
010696,Hip-Hop,training
145751,Hip-Hop,training
011234,Experimental,training
014604,International,training
053726,International,training
131385,Experimental,training
087069,Electronic,training
049477,Pop,training
122579,Pop,training
053863,Electronic,training
096946,Pop,training
080833,Electronic,training
133803,Folk,training
072290,Rock,training
111935,Hip-Hop,training
088872,Folk,training
114372,Instrumental,training
043024,International,training
026861,Electronic,training
129674,Hip-Hop,training
023862,Electronic,training
072149,Experimental,training
052639,Electronic,training
054235,Pop,training
067331,Pop,training
149422,Experimental,training
069787,Experimental,training
032525,Pop,training
004076,International,training
150078,International,training
138578,Electronic,training
108992,Rock,training
012551,Pop,training
029746,Experimental,training
024512,Experimental,training
144465,Folk,training
126017,Instrumental,training
007548,Experimental,training
075437,Instrumental,training
004781,Rock,training
095914,Hip-Hop,training
139461,Rock,training
036959,Pop,training
091619,Electronic,training
147087,Experimental,training
009721,Experimental,training
142085,Hip-Hop,training
006381,International,training
105685,Hip-Hop,training
024515,Experimental,training
115473,Instrumental,training
081565,Instrumental,training
135370,Rock,training
054470,International,training
072129,Hip-Hop,training
022474,Pop,training
004079,International,training
117966,Experimental,training
087967,Folk,training
000540,Folk,training
122362,Folk,training
124913,Electronic,training
148287,Pop,training
128927,Hip-Hop,training
122085,Rock,training
138216,Hip-Hop,training
127350,Electronic,training
046068,Experimental,training
130168,Hip-Hop,training
023372,Electronic,training
014653,Rock,training
113276,International,training
013747,Hip-Hop,training
061734,Pop,training
141593,International,training
108415,Electronic,training
055286,Pop,training
120299,Instrumental,training
060535,International,training
074960,Experimental,training
106954,Rock,training
134510,Hip-Hop,training
086117,Pop,training
117287,Electronic,training
141291,Instrumental,training
016337,Pop,training
060331,Experimental,training
098585,Hip-Hop,training
070426,Pop,training
143214,Rock,training
043866,Hip-Hop,training
106563,Rock,training
068355,Pop,training
105919,Folk,training
073584,Folk,training
117944,International,training
148099,Experimental,training
108527,Electronic,training
047659,Electronic,training
106502,Instrumental,training
055121,Hip-Hop,training
018112,Experimental,training
122646,Instrumental,training
076437,Folk,training
071711,Rock,training
043765,International,training
110084,Hip-Hop,training
139876,Experimental,training
145777,Instrumental,training
091098,Folk,training
145780,Rock,training
115769,Instrumental,training
086256,Experimental,training
021707,Folk,training
114411,Rock,training
115292,Instrumental,training
133798,Folk,training
107391,Rock,training
143221,Rock,training
074669,Rock,training
026639,Rock,training
141137,Instrumental,training
086730,Experimental,training
019187,Rock,training
052650,Electronic,training
022475,Pop,training
087645,Electronic,training
110209,Experimental,training
107101,Rock,training
051291,Pop,training
012355,Folk,training
108038,Rock,training
155066,Hip-Hop,training
052948,Folk,training
073821,Experimental,training
009550,Rock,training
085788,Rock,training
145708,Pop,training
079605,Electronic,training
107535,Instrumental,training
092292,Folk,training
013328,Pop,training
123937,Electronic,training
017607,International,training
147022,Hip-Hop,training
004234,International,training
108838,Hip-Hop,training
052636,Electronic,training
028481,Pop,training
096696,Folk,training
007526,Pop,training
125183,Folk,training
136466,Hip-Hop,training
029045,Pop,training
058052,Experimental,training
096935,Rock,training
071694,Hip-Hop,training
147309,Instrumental,training
114077,Instrumental,training
119580,Experimental,training
125161,Electronic,training
072233,Electronic,training
048442,Electronic,training
083789,Rock,training
111933,Electronic,training
121930,International,training
054667,Pop,training
050543,Rock,training
086484,Instrumental,training
096759,Rock,training
047826,Experimental,training
073174,Folk,training
057626,Experimental,training
112317,Rock,training
068820,Rock,training
000997,Experimental,training
011299,Hip-Hop,training
014733,Rock,training
054150,Instrumental,training
007376,Experimental,training
134453,Instrumental,training
150015,Pop,training
092535,Folk,training
097569,Hip-Hop,training
113036,Hip-Hop,training
107913,Electronic,training
054664,Pop,training
141181,Pop,training
145653,Pop,training
071231,Hip-Hop,training
086762,Rock,training
006461,Folk,training
140564,Electronic,training
001893,Folk,training
145432,Instrumental,training
049479,Hip-Hop,training
131016,Hip-Hop,training
000715,Folk,training
044796,Experimental,training
072790,Hip-Hop,training
064407,International,training
126103,Pop,training
113263,International,training
137551,Experimental,training
004101,International,training
073773,International,training
133833,Rock,training
071225,Hip-Hop,training
045099,Electronic,training
036146,Electronic,training
090027,Experimental,training
133574,Instrumental,training
099389,International,training
072289,Rock,training
144544,Folk,training
091869,Rock,training
011019,Experimental,training
055826,International,training
033020,Rock,training
011239,Experimental,training
064993,Hip-Hop,training
131422,Hip-Hop,training
077564,Pop,training
069563,Hip-Hop,training
073573,Folk,training
138067,Pop,training
028376,Experimental,training
052861,Experimental,training
036992,Hip-Hop,training
154305,Hip-Hop,training
135220,International,training
124915,Electronic,training
111376,Pop,training
000897,Experimental,training
134084,Folk,training
055183,Electronic,training
071096,Electronic,training
075784,Rock,training
105671,Electronic,training
043589,International,training
006389,International,training
067412,Rock,training
110410,Rock,training
108882,Instrumental,training
060146,International,training
030522,Electronic,training
030519,Electronic,training
011198,Pop,training
109276,Experimental,training
134797,Instrumental,training
084423,Experimental,training
001661,Pop,training
044169,Experimental,training
001644,Pop,training
122247,Experimental,training
130927,Instrumental,training
056036,Electronic,training
114403,Rock,training
046711,Experimental,training
112066,Rock,training
075395,Hip-Hop,training
046732,Pop,training
024746,International,training
029180,Pop,training
104068,Pop,training
018033,International,training
120171,Experimental,training
120179,Pop,training
144216,Hip-Hop,training
097960,Electronic,training
095726,Instrumental,training
114535,Instrumental,training
120776,Instrumental,training
072074,Electronic,training
116407,Hip-Hop,training
012514,Folk,training
114050,Hip-Hop,training
126505,Experimental,training
126900,Electronic,training
006393,International,training
051265,Pop,training
046840,Pop,training
000200,Folk,training
087194,Pop,training
035550,Pop,training
084135,Experimental,training
038908,Experimental,training
073494,Experimental,training
052634,Electronic,training
109203,Rock,training
060775,International,training
116389,Hip-Hop,training
023041,Rock,training
000714,Folk,training
081814,Instrumental,training
113697,International,training
108865,International,training
107050,Pop,training
065073,Electronic,training
