track_id,track_genre_top,set_split
001102,Rock,training
001105,Rock,training
001106,Rock,training
001107,Rock,training
001108,Rock,training
001117,Rock,validation
001118,Rock,validation
001121,Electronic,training
001123,Rock,training
001125,Rock,training
001126,Rock,training
001130,Rock,training
001131,Rock,training
001138,Rock,validation
001147,Rock,training
001148,Rock,training
001149,Rock,training
001150,Rock,training
001151,Jazz,training
001152,Jazz,training
001153,Jazz,training
001154,Jazz,training
001155,Jazz,training
001156,Rock,training
001157,Rock,training
001161,Rock,training
001162,Rock,training
001165,Rock,training
001179,Rock,training
001183,Rock,training
001193,Folk,training
001195,Folk,training
001196,Folk,training
001197,Folk,training
001199,Folk,training
001201,Rock,training
001202,Rock,training
001203,Rock,training
001204,Rock,training
001249,Experimental,test
001259,Experimental,test
001270,Rock,training
001276,Experimental,training
001277,Experimental,training
001278,Experimental,training
001279,Rock,validation
001280,Rock,validation
001289,Rock,validation
001290,Rock,validation
001292,Rock,validation
001298,Rock,validation
001311,Folk,training
001339,Electronic,training
001354,Rock,training
001356,Rock,training
001358,Rock,training
001360,Rock,training
001361,Rock,training
001363,Rock,training
001366,Rock,training
001382,Rock,validation
001383,Rock,validation
001413,Rock,training
001416,Rock,training
001417,Rock,training
001418,Rock,training
001419,Rock,training
001427,Rock,training
001443,Experimental,training
001450,Rock,training
001451,Rock,training
001481,Electronic,training
001482,Electronic,training
001483,Electronic,training
001485,Electronic,training
001498,Experimental,training
001510,Experimental,training
001526,Rock,training
001528,Rock,training
001534,Rock,training
001544,Folk,training
001545,Folk,training
001547,Electronic,training
001548,Electronic,training
001550,Electronic,training
001551,Electronic,training
001552,Electronic,training
001553,Electronic,training
001554,Electronic,training
001555,Electronic,training
001556,Electronic,training
001559,Experimental,training
001607,Rock,training
001634,Electronic,training
001635,Electronic,training
001638,Electronic,training
001640,Electronic,training
001642,Pop,training
001644,Pop,training
001649,Pop,training
001652,Pop,training
001661,Pop,training
001663,Pop,training
001666,Pop,training
001671,Experimental,training
001673,Experimental,training
001674,Experimental,training
001677,Electronic,training
001678,Electronic,training
001680,International,training
001681,International,training
001682,International,training
001683,International,training
001684,International,training
001685,International,training
001686,International,training
001687,International,training
001688,International,training
001689,International,training
001701,Folk,training
001702,Folk,training
001703,Folk,training
001704,Folk,training
001705,Folk,training
001706,Rock,training
001720,Rock,training
001730,Rock,training
001732,Experimental,training
001733,Experimental,training
001734,Experimental,training
001735,Experimental,training
001736,Experimental,training
001738,Experimental,training
001739,Experimental,training
001783,Rock,training
001793,Rock,training
001797,Rock,training
001799,Rock,training
001804,Rock,training
001810,Rock,training
001822,Rock,training
001831,Rock,training
001836,Rock,training
001837,Rock,training
001883,Rock,training
001884,Rock,training
001888,Rock,training
001889,Rock,training
001890,Rock,training
001891,Rock,training
001893,Folk,validation
001894,Folk,validation
001896,Folk,validation
001898,Rock,training
001899,Rock,training
001900,Rock,training
001901,Rock,training
001916,Folk,training
001924,Folk,training
001925,Folk,training
001926,Folk,training
001929,Experimental,training
001930,Rock,training
001940,Rock,validation
001941,Rock,validation
001944,Rock,validation
001963,Jazz,training
001964,Jazz,training
001965,Jazz,training
001966,Jazz,training
001967,Jazz,training
001995,Rock,training
001996,Jazz,training
002012,Experimental,validation
002096,Experimental,training
002097,Folk,training
002099,Pop,training
002125,Rock,training
003263,Folk,validation
003264,Folk,validation
003265,Folk,validation
003266,Folk,validation
003268,Electronic,validation
003270,Folk,training
003271,Folk,training
003272,Folk,training
003273,Folk,training
003274,Folk,training
003401,Rock,training
003446,Spoken,training
003449,Spoken,training
003450,Spoken,training
003452,Electronic,training
003453,Electronic,training
003454,Electronic,training
003455,Electronic,training
003458,Electronic,training
003459,Country,training
003460,Country,training
003461,Country,training
003462,Country,training
003463,Country,training
003464,Country,training
003465,Country,training
003467,Rock,training
003468,Rock,training
003469,Rock,training
003470,Rock,training
003472,Rock,training
003473,Rock,training
003475,Rock,training
003476,Rock,training
003477,Rock,training
003478,Rock,training
003479,Rock,training
003489,Rock,training
003490,Rock,training
003491,Rock,training
003492,Rock,training
003493,Rock,training
003495,Rock,training
003497,Rock,training
003499,Rock,training
003501,Rock,training
003502,Rock,training
003503,Rock,training
003504,Rock,training
003505,Rock,training
003514,Rock,training
003515,Rock,training
003516,Rock,training
003517,Rock,training
003518,Rock,training
003519,Rock,training
003520,Rock,training
003521,Rock,training
003522,Rock,training
003532,Pop,training
003533,Pop,training
003534,Pop,training
003535,Pop,training
003536,Pop,training
003537,Pop,training
003538,Pop,training
003551,Rock,training
003552,Rock,training
003557,Electronic,training
003558,Electronic,training
003559,Electronic,training
003560,Electronic,training
003561,Electronic,training
003563,Electronic,training
003564,Electronic,training
003566,Electronic,training
003567,Electronic,training
003568,Electronic,training
003569,Electronic,training
003570,Electronic,training
003571,Electronic,training
003572,Electronic,training
003573,Electronic,training
003574,Electronic,training
003579,Rock,validation
003580,Rock,validation
003581,Rock,validation
003582,Rock,validation
003583,Rock,validation
003584,Rock,validation
003585,Rock,validation
003598,Folk,training
003603,Rock,training
003604,Rock,training
003606,Rock,training
003609,Rock,training
003612,Rock,test
003613,Rock,test
003614,Rock,test
003616,Rock,test
003618,Rock,test
003620,Rock,test
003624,Rock,test
003626,Rock,validation
003638,Rock,training
003681,Rock,training
003696,Rock,training
003698,Rock,training
003707,Folk,training
003708,Folk,training
003720,Rock,training
003721,Rock,training
003722,Rock,training
003723,Rock,training
003724,Rock,training
003725,Rock,training
003727,Rock,training
003761,Rock,training
003762,Rock,training
003763,Rock,training
003765,Rock,training
003766,Rock,training
003775,International,training
003776,International,training
003777,International,training
003778,International,training
003779,International,training
003812,Rock,training
003832,Folk,training
003833,Rock,training
003834,Rock,training
003835,Rock,training
003836,Rock,training
003839,Rock,training
003840,Rock,training
003842,Blues,test
003854,Rock,training
003855,Rock,training
003856,Rock,training
003857,Rock,training
003859,Rock,training
003861,Rock,training
003862,Rock,training
003863,Rock,training
003880,Folk,training
003895,International,training
003896,International,training
003904,Folk,training
003905,Folk,training
003906,Folk,training
003908,Folk,training
003909,Folk,training
003910,Folk,training
003911,Folk,training
003912,Folk,training
003913,Folk,training
003915,Folk,training
003919,Folk,training
003920,Folk,training
003921,Folk,training
003923,Rock,training
003924,Rock,training
003929,Rock,training
003932,Rock,training
003933,Rock,training
003934,Rock,training
003936,Rock,training
003939,Rock,training
003941,Rock,training
003942,Rock,training
003943,Rock,training
003944,Rock,training
003945,Rock,training
003946,Rock,training
003947,Rock,training
003948,Rock,training
003950,Rock,training
003951,Rock,training
003952,Rock,training
003953,Rock,training
003954,Rock,training
003955,Rock,training
003956,Rock,training
003957,Rock,training
003958,Rock,training
003959,Rock,training
003960,Rock,training
003973,Rock,training
003974,Rock,training
003975,Rock,training
003976,Rock,training
003981,Rock,training
003983,Rock,training
003985,Rock,training
003986,Rock,training
003989,Rock,training
004004,Rock,training
004013,Folk,training
004014,Folk,training
004017,Folk,training
004022,Rock,validation
004024,Rock,validation
004025,Rock,validation
004027,Rock,validation
004028,Rock,validation
004029,Rock,validation
004032,Rock,validation
004033,Rock,validation
004034,Rock,validation
004035,Rock,validation
004037,Folk,training
004038,Rock,training
004042,Rock,training
004043,Rock,training
004044,Rock,training
004045,Rock,training
004066,Folk,training
004067,Folk,training
004068,Folk,training
004069,Folk,training
004070,International,training
004071,International,training
004072,International,training
004073,International,training
004074,International,training
004075,International,training
004076,International,training
004077,International,training
004078,International,training
004079,International,training
004080,International,training
004084,Rock,training
004091,International,training
004092,International,training
004093,International,training
004094,International,training
004095,International,training
004096,International,training
004097,International,training
004098,International,training
004099,International,training
004100,International,training
004101,International,training
004102,International,training
004103,International,training
004104,Rock,test
004105,Rock,test
004108,Rock,test
004109,Rock,test
004110,Rock,test
004111,Rock,test
004112,Rock,test
004119,Rock,training
004125,Rock,training
004126,Rock,training
004133,Rock,training
004158,Rock,training
004159,Rock,training
004160,Rock,training
004161,Rock,training
004167,Rock,training
004170,Rock,training
004172,Rock,training
004176,Rock,training
004181,Rock,training
004186,Rock,training
004193,Rock,training
004194,Rock,training
004195,Rock,training
004197,Rock,training
004198,Rock,training
004201,Rock,training
004202,Rock,training
004214,Rock,training
004215,Rock,training
004216,Rock,training
004217,Rock,training
004218,Rock,training
004219,Rock,training
004232,International,training
004233,International,training
004234,International,training
004235,International,training
004236,International,training
004239,International,training
004264,Rock,training
004267,Rock,training
004275,Rock,training
004276,Rock,training
004284,Rock,training
004285,Rock,training
004297,Rock,training
004298,Rock,training
004299,Rock,training
004300,Rock,training
004302,Rock,training
004309,Rock,training
004310,Rock,training
004311,Rock,training
004312,Rock,training
004313,Rock,training
004316,Rock,training
004330,Rock,training
004332,Rock,training
004333,Rock,training
004346,Rock,training
004348,Rock,training
004363,Rock,training
004368,Rock,training
004391,Rock,training
004394,Rock,training
004396,Rock,training
004400,Rock,training
004401,Rock,training
004403,Rock,training
004407,Rock,training
004408,Rock,training
004409,Rock,training
004410,Rock,training
004432,Rock,training
004443,Rock,training
004444,Folk,training
004445,Folk,training
004446,Folk,training
004450,Folk,training
004463,Rock,training
004466,Rock,training
004468,Rock,training
004469,Rock,training
004484,Rock,training
004490,Rock,training
004492,Rock,training
004499,Rock,training
004500,Rock,test
004501,Rock,test
004507,International,training
004508,International,training
004509,International,training
004510,International,training
004511,International,training
004519,Electronic,training
004520,Electronic,training
004521,Electronic,training
004522,Electronic,training
004536,Blues,training
004537,Blues,training
004538,Blues,training
004539,Blues,training
004540,Blues,training
004682,Hip-Hop,training
004683,Hip-Hop,training
004684,Hip-Hop,training
004685,Hip-Hop,training
004686,Hip-Hop,training
004687,Hip-Hop,training
004688,Hip-Hop,training
004691,Electronic,training
004692,Electronic,training
004695,Electronic,training
004698,Electronic,training
004699,Electronic,training
004700,Electronic,training
004701,Electronic,training
004702,Electronic,training
004703,Jazz,training
004704,Jazz,training
004705,Jazz,training
004707,Electronic,test
004708,Electronic,test
004709,Rock,training
004712,Rock,training
004737,Country,validation
004738,Country,validation
004739,Country,validation
004740,Country,validation
004741,Country,validation
004742,Country,validation
004743,Country,validation
004744,Country,validation
004745,Country,validation
004746,Country,validation
004747,Country,validation
004748,Country,validation
004749,Country,validation
004750,Country,validation
004752,Rock,training
004754,Experimental,training
004755,Experimental,training
004756,Experimental,training
004757,Experimental,training
004759,Rock,training
004760,Rock,training
004761,Rock,training
004762,Rock,training
004763,Rock,training
004764,Rock,training
004765,Rock,training
004766,Rock,training
004767,Rock,training
004768,Rock,training
004769,Rock,training
004771,Rock,training
004777,Rock,training
004778,Rock,training
004779,Rock,training
004780,Rock,training
004781,Rock,training
004782,Rock,training
004783,Rock,training
004784,Rock,training
004785,Rock,training
004786,Rock,training
004787,Rock,training
004788,Rock,training
004791,Rock,training
004793,Rock,training
004798,Rock,training
004799,Rock,training
004800,Rock,training
004801,Rock,training
004802,Rock,training
004803,Rock,training
004829,Rock,test
004835,Rock,training
004836,Rock,training
004837,Rock,training
004838,Rock,training
004840,Rock,training
004841,Rock,training
004846,International,training
004848,International,training
004849,International,training
004850,Classical,validation
004851,Classical,validation
004996,Rock,training
004999,Rock,training
005002,Rock,training
005003,Rock,training
005006,Rock,training
005007,Rock,training
005009,Old-Time / Historic,training
005012,Old-Time / Historic,training
005013,Old-Time / Historic,training
005014,Old-Time / Historic,training
005015,Old-Time / Historic,training
005016,Old-Time / Historic,training
005017,Old-Time / Historic,training
005018,Old-Time / Historic,training
005019,Old-Time / Historic,training
005020,Old-Time / Historic,training
005021,Old-Time / Historic,training
005022,Old-Time / Historic,training
005023,Old-Time / Historic,training
005024,Old-Time / Historic,training
005026,Old-Time / Historic,training
005029,Old-Time / Historic,training
005030,Old-Time / Historic,test
005031,Old-Time / Historic,training
005032,Old-Time / Historic,training
005033,Old-Time / Historic,training
005034,Old-Time / Historic,validation
005036,Old-Time / Historic,validation
005038,Old-Time / Historic,test
005043,Old-Time / Historic,training
005044,Old-Time / Historic,training
005079,Rock,test
005092,Rock,validation
005104,Rock,training
005106,Jazz,training
005107,Jazz,training
005119,Jazz,training
005120,Jazz,training
005140,Folk,training
005141,Folk,training
005147,Rock,training
005148,Rock,training
005149,Rock,training
005151,Rock,training
005152,Rock,training
005153,Rock,training
005156,Folk,training
005157,Folk,training
005158,Folk,training
005159,Folk,training
005160,Rock,training
005162,Rock,training
005169,Folk,training
005170,Folk,training
005171,Folk,training
005178,Pop,validation
005191,Pop,validation
005196,Pop,validation
005219,Rock,training
005220,Rock,training
005221,Rock,training
005222,Rock,training
005223,Rock,training
005224,Rock,training
005226,Rock,training
005227,Rock,training
005237,Rock,validation
005238,Rock,validation
005239,Rock,validation
005240,Rock,validation
005241,Rock,validation
005242,Rock,validation
005243,Rock,validation
005244,Rock,validation
005245,Rock,validation
005246,Rock,validation
005258,Rock,validation
005264,Hip-Hop,training
005265,Hip-Hop,training
005267,Hip-Hop,training
005268,Hip-Hop,training
005269,Hip-Hop,training
005270,Hip-Hop,training
005273,Rock,training
005275,Rock,test
005276,Rock,test
005277,Rock,test
005283,Rock,training
005284,Rock,training
005285,Rock,training
005286,Rock,training
005319,Electronic,validation
005320,Electronic,validation
005321,Electronic,validation
005325,Electronic,validation
005337,Electronic,training
005340,Electronic,training
005341,Electronic,training
005342,Electronic,training
005343,Electronic,training
005344,Electronic,training
005345,Electronic,training
005346,Electronic,training
005348,Electronic,training
005354,Electronic,training
005371,Electronic,training
005376,Folk,training
005377,Folk,training
005378,Folk,training
005379,Folk,training
005380,Folk,training
005381,Folk,training
005399,Rock,training
005440,Electronic,training
005477,Rock,test
005510,Rock,test
005521,Experimental,training
005531,Experimental,training
005533,Experimental,training
005534,Experimental,training
005535,Experimental,training
005570,Rock,test
005573,Rock,test
005576,Rock,test
005577,Rock,test
005600,Rock,test
005601,Rock,test
005879,Folk,training
005936,Folk,training
005939,Folk,training
005940,Folk,training
006274,Rock,training
006275,Rock,training
006276,Rock,training
006329,International,training
006330,International,training
006331,International,validation
006332,International,training
006333,International,validation
006342,International,training
006354,International,training
006357,International,training
006358,International,validation
006360,International,training
006363,International,validation
006366,International,training
006367,International,training
006368,International,validation
006370,International,training
006372,International,validation
006373,International,training
006376,International,validation
006379,International,training
006380,International,validation
006381,International,training
006382,International,training
006383,International,training
006385,International,validation
006387,International,training
006389,International,training
006390,International,validation
006393,International,training
006394,International,training
006396,International,training
006406,Folk,training
006407,Folk,training
006439,Hip-Hop,training
006440,Hip-Hop,training
006442,Hip-Hop,training
006443,Hip-Hop,training
006448,Hip-Hop,training
006459,International,training
006460,Folk,validation
006461,Folk,validation
006463,Folk,validation
006464,Folk,validation
006465,Folk,validation
006466,Folk,validation
006467,Folk,validation
006469,International,training
006517,Rock,training
006519,Rock,training
006520,Rock,training
006522,Rock,training
006523,Spoken,training
006524,Rock,training
006525,Rock,training
006527,Rock,training
006528,Rock,training
006529,Rock,training
006530,Rock,training
006532,Rock,training
006533,Rock,training
006534,Rock,training
006536,Rock,training
006537,Rock,training
006584,Spoken,training
006592,Spoken,training
006593,Rock,validation
006595,Rock,validation
006596,Rock,validation
006597,Rock,validation
006598,Rock,validation
006600,Rock,validation
006602,Rock,validation
006603,Hip-Hop,training
006605,Hip-Hop,training
006606,Hip-Hop,training
006607,Hip-Hop,training
006608,Hip-Hop,training
006609,Hip-Hop,training
006610,Hip-Hop,training
006611,Hip-Hop,training
006627,Rock,training
006630,Rock,training
006631,Rock,training
006632,Rock,training
006633,Rock,training
006635,Rock,training
006637,Jazz,training
006640,Jazz,training
006654,Electronic,training
006655,Electronic,training
006656,Electronic,training
006657,Electronic,training
006658,Electronic,training
006660,Electronic,training
006661,Electronic,training
006662,Electronic,training
006663,Electronic,training
006664,Electronic,training
006666,Electronic,training
006669,Rock,training
006671,Rock,training
006672,Rock,training
006673,Rock,training
006674,Experimental,training
006675,Experimental,training
006677,Experimental,training
006679,Experimental,training
006680,Experimental,training
006684,Experimental,training
006716,Rock,training
006717,Rock,training
006718,Rock,training
006719,Rock,training
006734,Rock,training
006735,Rock,training
006752,Electronic,training
006753,Electronic,training
006755,Electronic,training
006757,Electronic,training
006758,Electronic,training
006759,Electronic,training
006760,Electronic,training
006761,Electronic,training
006762,Folk,validation
006765,Electronic,training
006770,Electronic,training
006776,Rock,training
006777,Rock,training
006778,Rock,training
006779,Folk,validation
006780,Folk,validation
006781,Folk,validation
006782,Folk,validation
006783,Folk,validation
006784,Folk,validation
006785,Folk,validation
006787,Folk,validation
006788,Rock,training
006802,International,training
006803,International,training
006831,Rock,training
006832,Rock,training
006850,Rock,training
006854,Folk,training
006855,Folk,training
006856,Folk,training
006857,Folk,training
006859,Folk,training
006880,Spoken,training
007011,Electronic,validation
007012,Electronic,validation
007013,Electronic,validation
007014,Electronic,validation
007015,Electronic,validation
007016,Electronic,validation
007020,Electronic,validation
007021,Electronic,validation
007121,Folk,training
007123,Folk,training
007192,Rock,validation
007193,Rock,validation
007194,Rock,validation
007195,Rock,validation
007197,Rock,test
007198,Rock,test
007199,Rock,test
007201,Rock,test
007202,Rock,test
007203,Rock,test
007205,Rock,test
007208,Rock,training
007210,Rock,training
007211,Rock,training
007213,Rock,training
007259,Rock,training
007262,Rock,training
007373,Experimental,test
007374,Experimental,test
007375,Experimental,test
007376,Experimental,test
007377,Experimental,test
007378,Experimental,test
007379,Experimental,test
007381,Experimental,test
007383,Experimental,test
007385,Experimental,test
007386,Experimental,test
007388,Experimental,test
007391,Experimental,test
007393,Experimental,test
007450,Rock,training
007451,Rock,training
007452,Rock,training
007453,Rock,training
007455,Rock,training
007456,Rock,training
007457,Rock,training
007459,Rock,training
007460,Rock,training
007475,Rock,training
007481,Hip-Hop,training
007482,Hip-Hop,training
007483,Hip-Hop,training
007484,Hip-Hop,training
007485,Hip-Hop,training
007487,Hip-Hop,training
007488,Hip-Hop,training
007489,Hip-Hop,training
007490,Hip-Hop,training
007491,Hip-Hop,training
007492,Hip-Hop,training
007494,Rock,training
007495,Rock,training
007498,Rock,training
007502,Rock,training
007526,Pop,training
007527,Pop,training
007528,Pop,training
007529,Pop,training
007541,Electronic,validation
007542,Electronic,validation
007543,Electronic,validation
007544,Electronic,validation
007545,Electronic,validation
007546,Electronic,validation
007548,Experimental,training
007549,Experimental,training
007550,Experimental,training
007551,Experimental,training
007552,Experimental,training
007553,Experimental,training
007554,Experimental,training
007555,Experimental,training
007556,Experimental,training
007709,Folk,training
007710,Folk,training
007711,Folk,training
007712,Folk,training
007713,Folk,training
007714,Folk,training
007762,Electronic,validation
007764,Electronic,validation
007768,Electronic,validation
007777,Rock,training
007778,Rock,training
007779,Rock,training
007780,Rock,training
007781,Rock,training
007782,Rock,training
007843,Rock,validation
007849,Rock,validation
007853,Rock,validation
007864,Rock,training
007865,Rock,training
007866,Rock,training
007867,Rock,training
007868,Rock,training
007869,Rock,training
007870,Rock,training
007871,Rock,training
007872,Rock,training
007873,Rock,training
007874,Rock,training
007875,Rock,training
007876,Rock,training
008017,Rock,training
008023,Rock,training
008044,Rock,training
008056,Rock,training
008057,Rock,training
008058,Rock,training
008059,Rock,training
008061,Rock,training
008064,Rock,training
008080,Rock,training
008081,Rock,training
008179,Rock,test
008180,Rock,test
008188,Rock,training
008201,Rock,training
008204,Rock,training
008205,Rock,training
008208,Rock,training
008209,Rock,training
008210,Rock,training
008211,Rock,training
008212,Rock,training
008213,Rock,training
008214,Rock,training
008215,Rock,training
008216,Rock,training
008256,Folk,training
008257,Folk,training
008258,Folk,training
008259,Folk,training
008260,Folk,training
008261,Folk,training
008269,Experimental,training
008270,Experimental,training
008279,Rock,training
008280,Rock,training
008329,Experimental,validation
008331,Experimental,test
008339,Experimental,training
008344,Experimental,test
008345,Experimental,training
008347,Experimental,test
008349,Experimental,training
008357,Experimental,training
008358,Experimental,training
008363,Experimental,training
008364,Experimental,training
008370,Experimental,training
008372,Experimental,training
008375,Experimental,training
008376,Experimental,training
008377,Experimental,training
008378,Experimental,training
008416,Experimental,training
008450,Rock,training
008451,Rock,training
008452,Rock,training
008453,Rock,training
008454,Rock,training
008455,Rock,training
008489,Rock,training
008490,Rock,training
008491,Rock,training
008494,Rock,training
008497,Rock,training
008514,Rock,training
008531,Rock,training
008575,Rock,training
008576,Rock,training
008578,Rock,training
008580,Jazz,validation
008582,Jazz,validation
008584,Jazz,validation
008914,Rock,training
008917,Rock,training
008920,Rock,training
008921,Rock,training
008922,Rock,training
009152,Experimental,training
009155,Experimental,test
009188,Rock,validation
009307,Experimental,training
009476,Experimental,training
009477,Experimental,training
009490,Experimental,training
009491,Rock,training
009492,Rock,training
009493,Rock,training
009505,Experimental,training
009511,Rock,training
009512,International,training
009513,Rock,training
009514,Rock,training
009516,Rock,training
009517,Rock,training
009550,Rock,validation
009551,Rock,validation
009552,Rock,validation
009553,Rock,validation
009554,Rock,validation
009555,Rock,validation
009556,Rock,validation
009557,Rock,validation
009558,Rock,validation
009559,Rock,validation
009560,Rock,validation
009561,Rock,validation
009590,Experimental,training
009608,Experimental,training
009640,Rock,training
009654,Rock,training
009655,Rock,training
009656,Rock,training
009658,Rock,training
009659,Rock,training
009662,Rock,training
009663,Rock,training
009664,Rock,training
009666,Rock,training
009677,Experimental,training
009678,Experimental,training
009721,Experimental,training
009735,Rock,training
009747,Jazz,training
009748,Jazz,training
009749,Jazz,training
009750,Jazz,training
009751,Jazz,training
009752,Jazz,training
009753,Jazz,training
009793,Soul-RnB,training
009798,Hip-Hop,training
009800,Electronic,training
009811,Soul-RnB,training
009823,Electronic,training
009844,Rock,validation
009846,Experimental,training
009847,Experimental,training
009850,Experimental,training
009851,Hip-Hop,training
009852,Hip-Hop,training
009853,Hip-Hop,training
009857,Hip-Hop,training
009863,Rock,training
009866,Rock,training
009867,Rock,training
009875,Hip-Hop,training
009887,Folk,training
009888,Folk,training
009918,Experimental,training
009956,Rock,training
009958,Rock,training
009960,Rock,training
009961,Rock,training
009962,Rock,training
009967,Rock,training
009968,Rock,training
009985,Rock,training
009986,Rock,training
009987,Rock,training
009988,Rock,training
009989,Rock,training
009990,Rock,training
009991,Rock,training
009992,Rock,training
009993,Rock,training
009994,Rock,training
009995,Rock,training
009996,Rock,training
009997,Rock,training
009998,Rock,training
009999,Rock,training
010000,Rock,training
010001,Rock,training
010002,Rock,training
010003,Rock,training
010004,Rock,training
010005,Rock,training
010006,Rock,training
010007,Rock,training
010008,Rock,training
010026,Classical,training
010027,Classical,training
010028,Classical,training
010029,Classical,training
010030,Classical,training
010032,Classical,training
010033,Classical,training
010035,Classical,training
010037,Classical,training
010038,Classical,training
010040,Classical,training
010041,Classical,training
010042,Classical,training
010043,Classical,training
010044,Classical,training
010045,Classical,training
010046,Classical,training
010056,Rock,training
010062,Rock,training
010086,Old-Time / Historic,training
010089,Old-Time / Historic,test
010094,Old-Time / Historic,training
010099,Old-Time / Historic,training
